timestamp,phase,event,subject,psi,accuracy,model_version,extra_info
2025-12-02T13:25:10.585450,phase2,PSI_OK,Marvel,0.0391586929219653,,v1,"conf=1.000, sim=0.653"
2025-12-02T13:25:10.686449,phase2,PSI_OK,Marvel,0.0483133318055571,,v1,"conf=1.000, sim=0.648"
2025-12-02T13:25:10.782070,phase2,PSI_OK,Marvel,0.056062425400047,,v1,"conf=1.000, sim=0.621"
2025-12-02T13:25:10.869992,phase2,PSI_OK,Marvel,0.06508717461249,,v1,"conf=1.000, sim=0.618"
2025-12-02T13:25:10.963286,phase2,PSI_OK,Marvel,0.0734364061386064,,v1,"conf=1.000, sim=0.619"
2025-12-02T13:25:11.056075,phase2,PSI_OK,Marvel,0.0812944988350657,,v1,"conf=1.000, sim=0.619"
2025-12-02T13:25:11.148832,phase2,PSI_OK,Marvel,0.0870448869864596,,v1,"conf=1.000, sim=0.616"
2025-12-02T13:25:11.243178,phase2,PSI_OK,Marvel,0.0883195452103681,,v1,"conf=1.000, sim=0.614"
2025-12-02T13:25:11.346052,phase2,PSI_OK,Marvel,0.0904393376333329,,v1,"conf=1.000, sim=0.615"
2025-12-02T13:25:11.446964,phase2,PSI_OK,Marvel,0.0905780404135684,,v1,"conf=1.000, sim=0.572"
2025-12-02T13:25:11.542658,phase2,PSI_OK,Marvel,0.0895215496743369,,v1,"conf=1.000, sim=0.586"
2025-12-02T13:25:11.636999,phase2,PSI_OK,Marvel,0.0874065790629728,,v1,"conf=1.000, sim=0.579"
2025-12-02T13:25:11.748996,phase2,PSI_OK,Marvel,0.0838528675650893,,v1,"conf=1.000, sim=0.565"
2025-12-02T13:25:11.851543,phase2,PSI_OK,Marvel,0.0794196114180437,,v1,"conf=1.000, sim=0.563"
2025-12-02T13:25:11.947341,phase2,PSI_OK,Marvel,0.0746551380847963,,v1,"conf=1.000, sim=0.611"
2025-12-02T13:25:12.059626,phase2,PSI_OK,Marvel,0.0707840674079093,,v1,"conf=1.000, sim=0.650"
2025-12-02T13:25:12.181966,phase2,PSI_OK,Marvel,0.0676515393456091,,v1,"conf=1.000, sim=0.646"
2025-12-02T13:25:12.292678,phase2,PSI_OK,Marvel,0.0641752452004323,,v1,"conf=1.000, sim=0.652"
2025-12-02T13:25:12.391555,phase2,PSI_OK,Marvel,0.0620837717924928,,v1,"conf=1.000, sim=0.667"
2025-12-02T13:25:12.487947,phase2,PSI_OK,Marvel,0.0602183054867273,,v1,"conf=1.000, sim=0.666"
2025-12-02T13:25:12.602902,phase2,PSI_OK,Marvel,0.0690498198224812,,v1,"conf=1.000, sim=0.670"
2025-12-02T13:25:12.699712,phase2,PSI_OK,Marvel,0.0665172590028909,,v1,"conf=1.000, sim=0.653"
2025-12-02T13:25:12.796798,phase2,PSI_OK,Marvel,0.0682871374546623,,v1,"conf=1.000, sim=0.636"
